index  label   sentence    POS w_index
fn000249-fragment01 1	0	heb je de buurvrouw nog gezien ?	VERB	0
fn000249-fragment01 2	0	heb je de buurvrouw nog gezien ?	PRON	1
fn000249-fragment01 3	0	heb je de buurvrouw nog gezien ?	ADV	2
fn000249-fragment01 4	0	heb je nog wat uh...	PRON	3
fn000249-fragment01 5	0	heb je de buurvrouw nog gezien ?	VERB	0
fn000249-fragment01 6	0	heb je de buurvrouw nog gezien ?	PRON	1
fn000249-fragment01 7	0	heb je de buurvrouw nog gezien ?	DET	2
fn000249-fragment01 8	0	heb je de buurvrouw nog gezien ?	NOUN	3
fn000249-fragment01 9	0	heb je de buurvrouw nog gezien ?	ADV	4
fn000249-fragment01 10	0	heb je de buurvrouw nog gezien ?	VERB	5
fn000249-fragment01 11	1	die heb ik f...	PRON	0
fn000249-fragment01 12	0	die heb ik f...	VERB	1
fn000249-fragment01 13	0	die heb ik f...	PRON	2
fn000249-fragment01 14	1	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	PRON	1
fn000249-fragment01 15	0	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	VERB	2
fn000249-fragment01 16	0	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	PRON	3
fn000249-fragment01 17	0	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	DET	6
fn000249-fragment01 18	0	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	NOUN	7
fn000249-fragment01 19	0	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	VERB	9
fn000249-fragment01 20	0	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	PRON	10
fn000249-fragment01 21	1	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	PRON	11
fn000249-fragment01 22	0	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	ADV	12
fn000249-fragment01 23	0	ja die heb ik uh in 't weekend uh heb ik die nog uh gezien.	VERB	14
fn000249-fragment01 24	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	PRON	2
fn000249-fragment01 25	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	VERB	3
fn000249-fragment01 26	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	ADV	4
fn000249-fragment01 27	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	ADV	5
fn000249-fragment01 28	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	ADV	6
fn000249-fragment01 29	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	ADV	7
fn000249-fragment01 30	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	DET	8
fn000249-fragment01 31	1	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	NOUN	9
fn000249-fragment01 32	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	PRON	11
fn000249-fragment01 33	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	PRON	12
fn000249-fragment01 34	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	ADV	13
fn000249-fragment01 35	0	ja nee ze is er niet zo vaak een wonder dat je 'r ooit ziet.	VERB	14
fn000249-fragment01 36	0	woont ze d'r nog wel ?	VERB	0
fn000249-fragment01 37	0	woont ze d'r nog wel ?	PRON	1
fn000249-fragment01 38	0	woont ze d'r nog wel ?	ADV	2
fn000249-fragment01 39	0	woont ze d'r nog wel ?	ADV	3
fn000249-fragment01 40	0	woont ze d'r nog wel ?	ADV	4
fn000249-fragment01 41	0	ja nee i ik denk ook dat ze daar uh blijft wonen.	PRON	3
fn000249-fragment01 42	0	ja nee i ik denk ook dat ze daar uh blijft wonen.	VERB	4
fn000249-fragment01 43	0	ja nee i ik denk ook dat ze daar uh blijft wonen.	ADV	5
fn000249-fragment01 44	0	ja nee i ik denk ook dat ze daar uh blijft wonen.	PRON	7
fn000249-fragment01 45	0	ja nee i ik denk ook dat ze daar uh blijft wonen.	ADV	8
fn000249-fragment01 46	0	ja nee i ik denk ook dat ze daar uh blijft wonen.	VERB	10
fn000249-fragment01 47	0	ja nee i ik denk ook dat ze daar uh blijft wonen.	VERB	11
fn000249-fragment01 48	0	want uh ze heeft uh uh ze heef uh in Veldhoven ook niet samengewoond.	PRON	2
fn000249-fragment01 49	0	want uh ze heeft uh uh ze heef uh in Veldhoven ook niet samengewoond.	VERB	3
fn000249-fragment01 50	0	want uh ze heeft uh uh ze heef uh in Veldhoven ook niet samengewoond.	PRON	6
fn000249-fragment01 51	0	want uh ze heeft uh uh ze heef uh in Veldhoven ook niet samengewoond.	NOUN	10
fn000249-fragment01 52	0	want uh ze heeft uh uh ze heef uh in Veldhoven ook niet samengewoond.	ADV	11
fn000249-fragment01 53	0	want uh ze heeft uh uh ze heef uh in Veldhoven ook niet samengewoond.	ADV	12
fn000249-fragment01 54	0	want uh ze heeft uh uh ze heef uh in Veldhoven ook niet samengewoond.	VERB	13
fn000249-fragment01 55	0	ze heeft in een apart huis gewoond.	PRON	0
fn000249-fragment01 56	0	ze heeft in een apart huis gewoond.	VERB	1
fn000249-fragment01 57	0	ze heeft in een apart huis gewoond.	DET	3
fn000249-fragment01 58	0	ze heeft in een apart huis gewoond.	ADJ	4
fn000249-fragment01 59	0	ze heeft in een apart huis gewoond.	NOUN	5
fn000249-fragment01 60	0	ze heeft in een apart huis gewoond.	VERB	6
fn000249-fragment01 61	0	oh je hebt met 'r gepraat daarover ?	PRON	1
fn000249-fragment01 62	0	oh je hebt met 'r gepraat daarover ?	VERB	2
fn000249-fragment01 63	0	oh je hebt met 'r gepraat daarover ?	PRON	4
fn000249-fragment01 64	0	oh je hebt met 'r gepraat daarover ?	VERB	5
fn000249-fragment01 65	0	oh je hebt met 'r gepraat daarover ?	ADV	6
fn000249-fragment01 66	0	op de gang ?	DET	1
fn000249-fragment01 67	0	op de gang ?	NOUN	2
fn000249-fragment01 68	0	of ben je op bezoek geweest ?	VERB	1
fn000249-fragment01 69	0	of ben je op bezoek geweest ?	PRON	2
fn000249-fragment01 70	0	of ben je op bezoek geweest ?	NOUN	4
fn000249-fragment01 71	0	of ben je op bezoek geweest ?	VERB	5
fn000249-fragment01 72	0	nee op uh in het halletje.	DET	4
fn000249-fragment01 73	0	nee op uh in het halletje.	NOUN	5
fn000249-fragment01 74	0	oh in het halletje.	DET	2
fn000249-fragment01 75	0	oh in het halletje.	NOUN	3
fn000249-fragment01 76	1	da 's jullie uh ontmoetingspunt.	PRON	0
fn000249-fragment01 77	0	da 's jullie uh ontmoetingspunt.	VERB	1
fn000249-fragment01 78	0	da 's jullie uh ontmoetingspunt.	DET	2
fn000249-fragment01 79	0	da 's jullie uh ontmoetingspunt.	NOUN	4
fn000249-fragment01 80	0	wat...	PRON	0
fn000249-fragment01 81	0	vroeg jij d'rnaar dan ?	VERB	0
fn000249-fragment01 82	0	vroeg jij d'rnaar dan ?	PRON	1
fn000249-fragment01 83	0	vroeg jij d'rnaar dan ?	ADV	2
fn000249-fragment01 84	0	vroeg jij d'rnaar dan ?	ADV	3
fn000249-fragment01 85	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	PRON	3
fn000249-fragment01 86	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	VERB	4
fn000249-fragment01 87	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	PRON	7
fn000249-fragment01 88	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	VERB	8
fn000249-fragment01 89	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	ADV	9
fn000249-fragment01 90	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	PRON	13
fn000249-fragment01 91	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	ADV	14
fn000249-fragment01 92	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	NOUN	18
fn000249-fragment01 93	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	PRON	21
fn000249-fragment01 94	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	DET	22
fn000249-fragment01 95	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	NOUN	25
fn000249-fragment01 96	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	VERB	26
fn000249-fragment01 97	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	VERB	27
fn000249-fragment01 98	0	nee uh ja ze begon uh uh ze begon d'rover dat uh dat ze weer met uh met Frans uh dat ze een uh op vakantie zou gaan naar uh Zuid-Afrika.	NOUN	30
fn000249-fragment01 99	0	God hee.	NOUN	0
fn000249-fragment01 100	0	en uh met uh van uh zevenentwintig december tot zevenentwintig januari.	NOUN	7
fn000249-fragment01 101	0	en uh met uh van uh zevenentwintig december tot zevenentwintig januari.	NOUN	10
fn000249-fragment01 102	0	wanneer ?	ADV	0
fn000249-fragment01 103	0	moet je vier weken voor de planten zorgen ?	VERB	0
fn000249-fragment01 104	0	moet je vier weken voor de planten zorgen ?	PRON	1
fn000249-fragment01 105	0	moet je vier weken voor de planten zorgen ?	NOUN	3
fn000249-fragment01 106	0	moet je vier weken voor de planten zorgen ?	DET	5
fn000249-fragment01 107	0	moet je vier weken voor de planten zorgen ?	NOUN	6
fn000249-fragment01 108	0	moet je vier weken voor de planten zorgen ?	VERB	7
fn000249-fragment01 109	0	moet ik vier weken voor de planten en voor de voor de post.	VERB	0
fn000249-fragment01 110	0	moet ik vier weken voor de planten en voor de voor de post.	PRON	1
fn000249-fragment01 111	0	moet ik vier weken voor de planten en voor de voor de post.	NOUN	3
fn000249-fragment01 112	0	moet ik vier weken voor de planten en voor de voor de post.	DET	5
fn000249-fragment01 113	0	moet ik vier weken voor de planten en voor de voor de post.	NOUN	6
fn000249-fragment01 114	0	moet ik vier weken voor de planten en voor de voor de post.	DET	9
fn000249-fragment01 115	0	moet ik vier weken voor de planten en voor de voor de post.	DET	11
fn000249-fragment01 116	0	moet ik vier weken voor de planten en voor de voor de post.	NOUN	12
fn000249-fragment01 117	0	God.	NOUN	0
fn000249-fragment01 118	0	ze heeft wel een goeie aan je.	PRON	0
fn000249-fragment01 119	1	ze heeft wel een goeie aan je.	VERB	1
fn000249-fragment01 120	0	ze heeft wel een goeie aan je.	ADV	2
fn000249-fragment01 121	0	ze heeft wel een goeie aan je.	DET	3
fn000249-fragment01 122	0	ze heeft wel een goeie aan je.	ADJ	4
fn000249-fragment01 123	0	ze heeft wel een goeie aan je.	PRON	6
fn000249-fragment01 124	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	PRON	1
fn000249-fragment01 125	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	VERB	2
fn000249-fragment01 126	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	PRON	3
fn000249-fragment01 127	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	ADV	4
fn000249-fragment01 128	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	PRON	6
fn000249-fragment01 129	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	VERB	7
fn000249-fragment01 130	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	ADJ	8
fn000249-fragment01 131	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	DET	9
fn000249-fragment01 132	1	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	NOUN	10
fn000249-fragment01 133	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	PRON	12
fn000249-fragment01 134	0	uh ze kent je nauwelijks en ze moet voortdurend een beroep op je doen.	VERB	13
fn000249-fragment01 135	0	en die uh...	PRON	1
fn000249-fragment01 136	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	ADV	0
fn000249-fragment01 137	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	VERB	1
fn000249-fragment01 138	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	PRON	2
fn000249-fragment01 139	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	PRON	3
fn000249-fragment01 140	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	ADV	4
fn000249-fragment01 141	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	DET	8
fn000249-fragment01 142	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	DET	11
fn000249-fragment01 143	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	VERB	12
fn000249-fragment01 144	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	NOUN	16
fn000249-fragment01 145	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	ADV	18
fn000249-fragment01 146	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	VERB	19
fn000249-fragment01 147	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	PRON	20
fn000249-fragment01 148	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	ADJ	21
fn000249-fragment01 149	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	PRON	23
fn000249-fragment01 150	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	PRON	25
fn000249-fragment01 151	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	DET	26
fn000249-fragment01 152	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	NOUN	27
fn000249-fragment01 153	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	VERB	28
fn000249-fragment01 154	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	VERB	29
fn000249-fragment01 155	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	PRON	34
fn000249-fragment01 156	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	ADJ	35
fn000249-fragment01 157	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	ADV	36
fn000249-fragment01 158	0	toen hadden we 't erover over uh over die uh over het wonen in uh in Veldhoven maar toen zei ze eigenlijk dat ze dat ze een huis gekocht had uh en uhm dat ze eigenlijk nooit had samengewoond uh uh met die Frans.	VERB	37
